code,date,fundamental,technical,fundflow,sentiment,shortterm,total,pct_chg_score_day,resonance_count,is_resonance,fwd_ret_1,fwd_ret_3,fwd_max_3,hit_limit_3,trailing_5,trailing_10,_aligned,high_10d,high_20d,low_10d,low_20d,pullback_10d,pullback_20d,position_20d,max_pct_chg_5d,max_pct_chg_10d,min_pct_chg_5d,avg_pct_chg_5d,pct_chg_std_5d,pct_chg_std_10d,avg_vol_5d,avg_vol_10d,avg_amount_5d,vol_ratio_proxy,amount_ratio,amount_3d_increasing,consecutive_up,consecutive_down,gap_up,gap_up_bool,reversal_signal,limit_up_count_5d,limit_up_count_10d,limit_up_count_20d,limit_up_count_60d,vol_price_divergence,amplitude,upper_shadow_pct,pe,pb,total_mv,circ_mv,turnover_rate,turnover_rate_f,volume_ratio,free_share,net_mf_amount,net_mf_vol,buy_lg_amount,buy_lg_vol,sell_lg_amount,sell_lg_vol,buy_elg_amount,buy_elg_vol,sell_elg_amount,sell_elg_vol,buy_sm_amount,sell_sm_amount,earnings_yield,book_yield,log_circ_mv,turnover_healthy,net_mf_ratio,lg_buy_sell_ratio,elg_net,cpt_ret_1d_max,cpt_ret_3d_max,cpt_ret_5d_max,cpt_up_streak_max,cpt_turn_5d_max,cpt_ret_1d_avg,cpt_ret_3d_avg,cpt_ret_5d_avg,cpt_up_streak_avg,cpt_turn_5d_avg,n_concepts,cpt_up_ratio,inst_net_amount,inst_buy_amount,inst_sell_amount,inst_trade_count,n_inst_buyers,inst_buy_ratio,has_inst_net_buy,inst_score,tl_net_amount,tl_buy_amount,tl_sell_amount,tl_turnover,tl_pct_change,is_top_list,tl_quality
000600.SZ,20260604,62.5,36.0,2.0,19.0,22.0,35.68750000000001,2.0,0.0,0,-0.086714399363564,-0.1543357199681782,0.0334128878281623,0.0,0.0388429752066117,0.240868706811451,True,13.07,13.07,9.85,9.46,0.0382555470543228,0.0382555470543228,0.8614958448753463,7.513,10.0,-3.3579,1.2257599999999995,4.0572910265841164,4.003871249540874,1273209.226,1068628.561,1557978.7258,0.956098593335201,0.9774571358270852,0.0,2.0,0.0,-3.61445783132529,0.0,0.0,0.0,1.0,2.0,2.0,0.0,8.192771084337346,40.19607843137258,12.0662,1.8761,2266665.6106,1370193.9511,11.1675,19.7731,0.94,61564.0593,-3117.36,-26338.0,38609.17,,41944.53,335335.0,18453.33,147554.0,18259.14,146230.0,41868.93,,0.0828761333311233,0.5330206278982996,14.130462857930183,1.0,-0.0022751231659557,0.0,,2.9901,5.277900000000001,5.035400000000001,3.0,8.9691006,0.6373,2.7136666666666667,2.1062000000000003,1.3333333333333333,6.780807266666667,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000600.SZ,20260605,62.5,48.0,30.0,0.0,24.0,39.013888888888886,2.7,0.0,0,-0.0635888501742161,-0.1141114982578397,0.0069686411149825,0.0,-0.0852589641434262,0.1332675222112536,True,13.07,13.07,9.85,9.46,0.1216526396327467,0.1216526396327467,0.5595567867036011,7.513,10.0,-8.6714,-1.25232,5.354272692121685,5.200989130203984,1133360.64,1106859.161,1370493.5324,0.8721588125735512,0.8646939084234382,0.0,0.0,1.0,-2.0684168655529023,0.0,0.0,0.0,1.0,2.0,2.0,0.0,13.126491646778046,41.21212121212118,11.0199,1.7134,2070113.0636,1251378.4056,9.0681,16.056,0.78,61564.0593,-25006.01,-212179.0,29807.61,,32097.67,266783.0,8840.39,73903.0,14600.14,122681.0,39312.43,,0.0907449250900643,0.5836348780203104,14.039756226204446,1.0,-0.0199827725075776,0.0,,-1.446,0.8764000000000005,3.9448,0.0,8.859148,-2.9888,-1.5454999999999999,-0.22963333333333344,0.0,6.6029198,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000601.SZ,20260602,63.3,41.0,0.0,66.0,36.0,52.355555555555554,4.5,0.0,0,0.0344827586206897,-0.1134593993325918,0.1001112347052279,0.0,0.2298221614227087,0.1279799247176913,True,8.99,9.79,7.02,7.02,0.0,0.0817160367722164,0.7111913357400725,10.0367,10.0367,-3.4279,4.36652,5.422931634605032,5.737265378418537,1977767.4180000003,1535264.3480000002,1609333.7074000002,0.8328740806468274,0.8671878203897737,0.0,1.0,0.0,-1.8359853121175047,0.0,0.0,2.0,2.0,4.0,4.0,0.0,15.299877600979192,0.0,89.2899,2.3148,956844.6483,943607.0531,15.6936,21.9868,0.9,74918.9486,-2333.02,-18613.0,28600.57,341630.0,32650.74,385833.0,55303.11,627585.0,12054.69,142367.0,26483.82,46575.99,0.0111994749686134,0.4320027648176948,13.757465101159193,1.0,-0.0024724486663547,0.8759278984825923,43248.42,3.1559,-4.1486,-2.0613,1.0,37.0693856,2.64055,-4.3202,-4.17835,1.0,23.2872009,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000601.SZ,20260603,54.2,37.0,25.0,37.0,25.0,30.40000000000001,5.6,0.0,0,-0.0752688172043012,-0.1870967741935485,-0.0150537634408602,0.0,0.1567164179104478,0.2845303867403315,True,9.89,9.89,7.02,7.02,0.0596562184024266,0.0596562184024266,0.7944250871080141,10.0367,10.0367,-3.4279,3.05892,4.642263445518791,4.545411918143393,2224182.208,1703320.1560000002,1891682.0972,1.4353249380906836,1.5555394050382518,1.0,2.0,0.0,-2.4471635150166926,0.0,0.0,1.0,2.0,4.0,4.0,0.0,13.793103448275865,47.58064516129031,92.3688,2.3946,989839.2913,976145.2273,30.4151,42.6117,1.61,74918.9486,6804.37,58058.0,59401.65,645939.0,72206.0,782248.0,52549.82,558828.0,47588.85,516870.0,89534.47,78459.29,0.0108261664111691,0.4176062807984632,13.791366652788952,0.0,0.0069706533512649,0.8226577755619261,4960.970000000001,0.996,0.7860000000000005,0.10270000000000001,2.0,34.582288,0.40005,0.11310000000000064,-1.4473500000000001,1.0,22.1769417,2.0,0.5,-197776789.12,434158558.56,631935347.68,10.0,3.0,0.40724232266858285,0.0,3.0,-151203109.5,265980933.3,417184042.8,30.42,3.4483,1.0,2.0
000603.SZ,20260612,67.0,0.0,41.0,14.0,6.8,37.86111111111112,6.8,0.0,0,0.0555365101131297,-0.0908467603702434,0.0675351388412752,0.0,-0.018175698418041,-0.0559870550161811,True,32.06,34.72,26.62,26.62,0.0901434809731753,0.1598502304147464,0.314814814814815,4.552,4.552,-7.1356,-0.18952,4.195780683210217,3.349506063063627,196613.02,172265.334,550127.38869,1.2092879708576776,1.2586337506096723,1.0,2.0,0.0,2.939068100358422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.878136200716848,43.29268292682909,37.7992,5.6298,2012640.7398,1944811.7388,3.5662,6.0195,1.34,39498.3563,-1130.98,-3952.0,13357.27,,13269.39,45541.0,8162.79,28026.0,3348.87,11454.0,27480.65,,0.0264555863616161,0.1776262034175281,14.480675737959253,1.0,-0.0005815370081516,0.0,,8.7636,7.597599999999999,3.762399999999999,2.0,3.7757807999999997,5.226771428571429,5.039628571428572,1.5536428571428569,2.0,2.7787070000000003,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000608.SZ,20260601,46.0,30.0,9.0,13.0,26.5,31.74285714285714,8.1,0.0,0,-0.022312373225152,0.0182555780933062,0.0344827586206897,0.0,0.3181818181818181,0.1822541966426858,True,5.04,5.04,3.62,3.62,0.0218253968253968,0.0218253968253968,0.9225352112676054,10.0962,10.0962,-0.4785,5.77278,4.39339700341319,5.150171893286669,450726.948,387074.97,198470.2762,2.0015016275441333,2.1642721430343834,0.0,2.0,0.0,-0.8733624454148492,0.0,0.0,2.0,2.0,2.0,2.0,0.0,14.628820960698688,16.417910447761244,,1.8004,369707.2613,367495.7866,12.1022,13.0889,2.7,68923.4809,1656.8,32790.0,12735.96,,13438.74,282115.0,3983.49,82720.0,4177.3,87421.0,10864.54,,0.0,0.555432126194179,12.81446713253529,1.0,0.0045083510081255,0.0,,-2.2715,-3.5828000000000007,-5.8956,0.0,9.685490999999999,-2.8186999999999998,-3.816,-6.0338,0.0,9.5650888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000608.SZ,20260604,43.0,46.0,33.0,18.0,21.8,33.1219512195122,7.1,0.0,0,0.0996015936254979,0.2749003984063747,0.2749003984063747,1.0,0.2067307692307691,0.2676767676767675,True,5.1,5.1,3.62,3.62,0.0156862745098039,0.0156862745098039,0.9459459459459458,10.0962,10.0962,-3.7344,3.9924400000000007,5.772853491506605,5.490091126238252,547780.558,446745.096,261519.60980000003,1.182072182999967,1.2330763809513758,0.0,1.0,0.0,2.37068965517242,1.0,1.0,1.0,2.0,2.0,2.0,0.0,8.405172413793096,20.512820512820547,,1.8332,376456.4811,374204.6346,8.6865,9.3947,1.21,68923.4809,-1161.11,-21555.0,8922.17,,9812.6,196368.0,6024.55,119333.0,2224.38,44435.0,6969.65,,0.0,0.5454942177612917,12.832558078100853,1.0,-0.0031028744506094,0.0,,2.529,6.6809,-0.6236000000000002,3.0,9.862507,1.60415,5.38015,-1.3321000000000003,3.0,9.4158038,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000608.SZ,20260605,43.0,32.0,6.0,33.0,26.5,30.357142857142858,8.2,0.0,0,0.0543478260869567,0.2572463768115944,0.2753623188405798,1.0,0.205240174672489,0.4226804123711338,True,5.52,5.52,3.62,3.62,0.0,0.0,1.0,9.9602,10.0962,-3.7344,3.96524,5.7442799592638245,5.667266933540365,653790.79,493759.82699999993,323185.2906,1.170970242636792,1.2834265236203792,1.0,2.0,0.0,3.585657370517948,1.0,0.0,1.0,3.0,3.0,3.0,0.0,8.565737051792825,0.0,,2.0158,413952.1466,411476.0126,10.2702,11.1075,1.4,68923.4809,2862.83,53108.0,13032.83,,14158.56,261293.0,6609.93,120358.0,5940.45,108393.0,9418.41,,0.0,0.4960809604127393,12.92750600481209,1.0,0.0069574651069222,0.0,,-1.446,1.8408000000000004,1.6308,0.0,10.2378082,-1.5651,1.01755,0.9963499999999998,0.0,9.5484781,2.0,0.0,33539925.0,162010252.8,128470327.8,10.0,5.0,0.5577317852551827,1.0,7.0,22441751.27,106264862.17,83823110.9,10.27,9.9602,1.0,10.0
000608.SZ,20260608,43.0,33.0,32.0,23.0,25.0,30.512195121951223,7.2,0.0,0,0.0996563573883162,0.0738831615120274,0.2113402061855669,1.0,0.1805273833671401,0.5561497326203209,True,6.0,6.0,3.62,3.62,0.0299999999999999,0.0299999999999999,0.9243697478991598,9.9602,10.0962,-3.7344,3.52382,5.52541909737171,5.116693462188251,665874.45,558300.699,347665.249,1.4455413028687316,1.5875716183529172,1.0,3.0,0.0,-1.4492753623188248,0.0,0.0,1.0,3.0,3.0,3.0,0.0,12.68115942028986,25.714285714285666,,2.1254,436449.5458,433838.8393,12.9127,13.9655,1.47,68923.4809,1765.15,31157.0,16334.14,286566.0,16798.34,293188.0,4114.77,72206.0,5309.15,94191.0,16600.46,13956.96,0.0,0.4704996706502306,12.980428406101074,1.0,0.0040686767529806,0.9723084359266496,-1194.3799999999992,-2.2659,-1.4210999999999994,2.7308,0.0,10.7008802,-2.683,-2.64395,1.13205,0.0,9.7330939,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000608.SZ,20260609,40.0,56.0,39.0,36.0,29.0,42.150000000000006,6.5,0.0,0,0.084375,0.00625,0.1015625,0.0,0.3278008298755186,0.6842105263157896,True,6.4,6.4,3.83,3.62,0.0,0.0,1.0,9.9656,10.0962,-3.7344,5.96318,5.123966614411144,5.232801633742675,749242.824,626755.3090000001,411349.50673,1.2573117150068294,1.3816630927019662,1.0,4.0,0.0,-0.3436426116838587,0.0,0.0,2.0,4.0,4.0,4.0,0.0,12.542955326460486,0.0,,2.3372,479944.5178,477073.6378,12.6375,13.6678,1.41,68923.4809,6264.28,99133.0,14766.44,,13103.27,216792.0,8114.53,133387.0,6837.71,111852.0,15404.59,,0.0,0.4278623994523361,13.075426134894789,1.0,0.0131306354064906,0.0,,3.8373,-0.12109999999999888,3.4039,1.0,11.3621872,3.83315,-0.4149499999999995,2.1677,1.0,10.2348346,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000608.SZ,20260610,40.0,29.0,19.0,30.0,23.5,23.725,9.4,0.0,0,-0.0994236311239193,-0.0605187319884726,0.0158501440922189,0.0,0.4956896551724139,0.660287081339713,True,7.04,7.04,4.14,3.62,0.0142045454545454,0.0142045454545454,0.9707602339181288,9.9656,10.0962,5.4348,8.39756,1.6567040177412502,5.117697126208232,902841.1680000002,718612.527,535220.6439680001,1.3253043419039126,1.5293787476533511,1.0,5.0,0.0,-4.375000000000007,0.0,0.0,2.0,3.0,4.0,4.0,0.0,15.468750000000004,10.101010101010065,,2.5344,520439.8364,517326.7259,16.0517,17.3604,1.6,68923.4809,-995.49,-11921.0,19575.33,,24753.04,359781.0,17345.68,249205.0,16378.55,238511.0,19820.41,,0.0,0.394570707070707,13.156429918875112,1.0,-0.0019242964845246,0.0,,-0.8285,0.734600000000001,1.5794000000000001,0.0,10.964846399999999,-1.4412,-0.2910499999999996,-0.252,0.0,10.257798099999999,2.0,0.0,85725415.96000001,625739622.9,540014206.9399999,20.0,14.0,0.5367682326086657,1.0,7.0,12231454.4,117778246.4,105546792.0,16.05,8.4375,1.0,10.0
000608.SZ,20260610,40.0,29.0,19.0,30.0,23.5,23.725,9.4,0.0,0,-0.0994236311239193,-0.0605187319884726,0.0158501440922189,0.0,0.4956896551724139,0.660287081339713,True,7.04,7.04,4.14,3.62,0.0142045454545454,0.0142045454545454,0.9707602339181288,9.9656,10.0962,5.4348,8.39756,1.6567040177412502,5.117697126208232,902841.1680000002,718612.527,535220.6439680001,1.3253043419039126,1.5293787476533511,1.0,5.0,0.0,-4.375000000000007,0.0,0.0,2.0,3.0,4.0,4.0,0.0,15.468750000000004,10.101010101010065,,2.5344,520439.8364,517326.7259,16.0517,17.3604,1.6,68923.4809,-995.49,-11921.0,19575.33,,24753.04,359781.0,17345.68,249205.0,16378.55,238511.0,19820.41,,0.0,0.394570707070707,13.156429918875112,1.0,-0.0019242964845246,0.0,,-0.8285,0.734600000000001,1.5794000000000001,0.0,10.964846399999999,-1.4412,-0.2910499999999996,-0.252,0.0,10.257798099999999,2.0,0.0,85725415.96000001,625739622.9,540014206.9399999,20.0,14.0,0.5367682326086657,1.0,7.0,54122891.42,282934326.4,228811434.98,16.05,8.4375,1.0,10.0
000608.SZ,20260612,37.0,27.0,0.0,0.0,26.0,28.666666666666668,4.0,0.0,0,0.012422360248447,0.0714285714285714,0.1413043478260869,1.0,0.1666666666666667,0.4061135371179041,True,7.05,7.05,4.37,3.62,0.0865248226950353,0.0865248226950353,0.8221574344023325,9.9656,9.9656,-9.9424,3.3871,7.081981733385084,6.454391545769439,916288.53,785039.6599999999,578390.780176,0.8873248582517997,0.897952087292886,0.0,1.0,0.0,-4.319999999999991,0.0,1.0,1.0,2.0,4.0,4.0,0.0,11.039999999999992,23.18840579710136,,2.3518,482944.2296,480055.3744,10.9071,11.7964,0.9,68923.4809,1450.07,23514.0,10998.17,,12747.86,200423.0,2457.33,39027.0,2316.41,36346.0,19650.92,,0.0,0.4252062250191343,13.08165673956357,1.0,0.0030206306966407,0.0,,-1.7968,-3.460999999999999,-1.8978999999999997,0.0,10.9554012,-1.9575999999999998,-3.7867999999999995,-2.63665,0.0,10.430375900000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000612.SZ,20260612,70.5,0.0,5.0,12.0,8.2,15.84722222222222,7.8,0.0,0,0.0139982502187225,-0.0402449693788276,0.0279965004374453,0.0,0.0241935483870967,-0.0112456747404845,True,12.37,12.62,10.18,10.18,0.0759902991107517,0.0942947702060221,0.5122950819672132,8.034,8.034,-6.5412,0.58796,4.67841545166737,4.061604141235333,381779.644,406714.971,414159.851064,1.9619995507146528,2.053477393704629,1.0,2.0,0.0,1.606805293005675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.790170132325139,22.580645161290423,12.722,1.7683,1362683.9142,1361496.3372,6.2884,8.3243,2.39,89984.0703,1832.07,19317.0,21175.58,,21853.85,192283.0,22657.69,197516.0,8952.17,78653.0,19440.82,,0.0786039930828486,0.5655149013176497,14.124094900824248,1.0,0.0013456297677361,0.0,,5.2833,4.873399999999998,1.467,2.0,2.7003116,3.5958666666666663,3.505233333333333,-0.03613333333333365,2.0,2.4793134,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000620.SZ,20260604,40.0,0.0,9.0,0.0,6.8,12.594594594594591,4.2,0.0,0,-0.0335570469798658,0.0771812080536913,0.1006711409395972,1.0,0.0492957746478874,-0.029315960912052,True,3.18,3.56,2.7,2.7,0.0628930817610063,0.1629213483146067,0.325581395348837,3.8328,3.8328,-1.4085,0.98106,1.68789184084763,2.8113654887972146,1990262.106,2260559.984,572244.4251999999,1.3254279936534148,1.341784507086536,0.0,4.0,0.0,-2.0905923344947785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05923344947736,30.76923076923077,,4.7749,1749800.8819,1392181.1469,5.6466,7.8463,1.41,336201.5072,4928.24,161151.0,20037.53,,18739.09,645173.0,10445.97,360600.0,4962.28,169758.0,22236.83,,0.0,0.2094284697061718,14.146382245677014,1.0,0.0035399416311403,0.0,,2.4192,5.7807,-2.2424,3.0,6.8890468,2.4192,5.7807,-2.2424,3.0,6.8890468,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000620.SZ,20260608,40.0,0.0,34.0,17.0,8.2,30.583333333333336,4.5,0.0,0,0.0126182965299683,-0.0567823343848579,0.0347003154574132,0.0,0.1281138790035587,0.0192926045016077,True,3.17,3.56,2.7,2.7,0.0,0.1095505617977528,0.5465116279069765,10.0694,10.0694,-3.3557,2.53408,4.415690815897327,4.328045249405324,2784898.666,2603959.232,830568.7893999999,1.8707221248674333,1.9610925498135507,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.069444444444446,0.0,,5.0793,1861365.3677,1480944.3744,11.1517,15.496,2.63,336201.5072,-60272.06,-1887595.0,35579.72,1146448.0,42179.18,1350085.0,98582.46,3129658.0,30470.34,967020.0,11867.33,42422.49,0.0,0.1968775224932569,14.208190533057728,1.0,-0.0406983955926224,0.8435175003994767,68112.12000000001,-4.4254,-3.7128999999999994,-0.35139999999999993,0.0,6.6872562,-4.4254,-3.7128999999999994,-0.35139999999999993,0.0,6.6872562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000620.SZ,20260625,34.0,12.0,4.0,36.0,13.5,22.73684210526316,5.0,0.0,0,0.0996784565916399,,,,0.0332225913621262,0.0163398692810456,True,3.28,3.28,2.79,2.7,0.0518292682926829,0.0518292682926829,0.7068965517241379,4.3624,4.3624,-2.3649,0.6858600000000001,2.462940272601023,2.317982408992786,3372161.38,2928053.248,1010990.987306,1.7261781759685535,1.816846373294172,1.0,3.0,0.0,2.0134228187919545,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.395973154362409,60.71428571428573,,4.9832,1826134.465,1452913.8768,12.4599,17.3139,2.02,336201.5072,19053.44,597198.0,60999.61,1924102.0,52537.97,1667348.0,26875.69,849988.0,28157.25,887525.0,45447.51,48433.19,0.0,0.2006742655321881,14.189081668118506,1.0,0.0131139500449707,1.1610355132580634,-1281.5600000000013,3.1206,5.4822,9.3364,2.0,7.6892286,3.1206,5.4822,9.3364,2.0,7.6892286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000620.SZ,20260626,34.0,35.0,6.0,0.0,14.2,32.394285714285715,8.7,0.0,0,,,,,0.1554054054054054,0.1438127090301002,True,3.42,3.42,2.79,2.75,0.0,0.0,1.0,9.9678,9.9678,-2.3649,3.0116400000000003,4.0970794430179165,3.5805831223419458,4478465.124,3498127.978,1406825.394292,1.7690269055671226,1.904715182212458,1.0,4.0,0.0,1.9292604501607744,0.0,0.0,1.0,1.0,2.0,2.0,0.0,9.324758842443732,0.0,,5.4799,2008160.73,1597738.0896,16.9584,23.5648,2.35,336201.5072,-17358.6,-505273.0,77883.92,2307809.0,67015.03,1982165.0,92252.21,2712536.0,54386.47,1607607.0,40665.14,69066.28,0.0,0.1824850818445592,14.284099493001875,1.0,-0.0108644840559229,1.1621685140107525,37865.740000000005,-0.4826,6.6782,7.0184,0.0,8.0711068,-0.4826,6.6782,7.0184,0.0,8.0711068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000625.SZ,20260602,0.0,0.0,28.0,35.0,13.5,26.34146341463415,5.5,0.0,0,-0.0354609929078014,-0.0543735224586289,-0.0094562647754137,0.0,0.0192771084337348,-0.0185614849187932,True,8.64,9.38,7.77,7.77,0.0208333333333332,0.0980810234541577,0.428571428571429,4.8327,4.8327,-2.716,0.4217199999999999,2.810448136080793,2.10482576846636,1386969.33,1173022.278,1126571.0074,1.6021422550129496,1.6576415687368593,0.0,3.0,0.0,-0.3717472118959231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81536555142504,21.81818181818165,20.5788,1.0863,8386333.7988,6993977.5269,2.6879,4.8129,1.89,461702.2361,20162.82,241908.0,44926.44,534639.0,42721.53,509402.0,24735.52,294284.0,18089.77,214784.0,52637.67,61554.05,0.0485936983691954,0.9205560158335634,15.76055998340327,1.0,0.0028828831551789,1.0515865984528538,6645.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000626.SZ,20260601,0.0,0.0,0.0,5.0,5.2,3.9629629629629615,7.5,0.0,0,-0.0304878048780486,-0.0426829268292682,0.024390243902439,0.0,0.0432569974554706,-0.014423076923077,True,8.47,9.64,7.3,7.3,0.0318772136953956,0.1493775933609959,0.3846153846153842,10.0671,10.0671,-2.6718,0.95668,4.717493167944178,3.856695188383443,93793.6,95952.163,71879.9724,1.3859474420429538,1.4408245515686926,0.0,1.0,0.0,2.0134228187919323,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.261744966442944,0.0,,1.8918,415434.0285,413043.4472,2.5807,6.3181,1.53,20574.8368,59.36,1291.0,3372.02,,1936.46,24254.0,1177.6,14396.0,662.02,8222.0,2710.54,,0.0,0.528597103287874,12.931308065441616,1.0,0.0001437136950177,0.0,,-1.4825,-3.8814999999999995,-8.174999999999999,0.0,1.8682234000000002,-1.4825,-3.8814999999999995,-8.174999999999999,0.0,1.8682234000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000626.SZ,20260605,0.0,0.0,26.0,31.0,13.0,23.92682926829269,6.8,0.0,0,-0.0829207920792078,-0.1188118811881188,-0.004950495049505,0.0,0.0845637583892617,0.0087390761548065,True,8.6,9.56,7.3,7.3,0.0604651162790697,0.1548117154811716,0.3451327433628318,10.0671,10.0671,-3.0488,1.7418,4.676004063300201,3.7717866385043575,194675.018,139956.809,157179.7702,1.3825953774921445,1.4063076165510262,0.0,1.0,0.0,0.1273885350318471,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.554140127388536,69.33333333333329,,1.8641,409354.5061,406998.909,5.3435,13.0818,1.75,20574.8368,615.79,7047.0,5663.34,,4666.11,56584.0,533.02,6528.0,852.65,10482.0,7005.23,,0.0,0.5364519070865297,12.91656578383146,1.0,0.001513001598734,0.0,,-2.3731,-1.8187999999999995,-2.1917,0.0,2.0947052,-2.3731,-1.8187999999999995,-2.1917,0.0,2.0947052,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000628.SZ,20260603,54.0,0.0,3.0,0.0,13.8,12.81081081081081,3.7,0.0,0,0.0023989665990036,-0.0741834286768775,0.0441040782432182,0.0,-0.015979662248048,-0.1314313191216541,True,63.3,66.99,52.6,52.6,0.1439178515007899,0.1910732945215703,0.1104933981931895,10.0054,10.0054,-7.2918,-0.1480200000000001,5.946067402712486,4.853600967539461,169972.164,145305.61500000002,992882.708,0.6217067401695257,0.5769125480630286,0.0,1.0,0.0,-0.8928571428571397,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.063988095238091,51.22699386503076,174.7609,8.6803,1909005.32,1041740.8921,5.497,6.3922,0.63,16531.6285,-5919.57,-10912.0,13148.91,24285.0,12001.72,22210.0,10857.03,19935.0,6773.22,12468.0,15867.48,20829.19,0.0057221037428852,0.1152033915878483,13.85640380636191,1.0,-0.0056823822938034,1.095494187984057,4083.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000628.SZ,20260610,54.0,0.0,28.0,24.0,16.0,30.611111111111114,6.7,0.0,0,0.0752104770813844,-0.0005612722170252,0.1000935453695039,0.0,-0.0136556560250967,-0.0294171055020882,True,63.3,66.07,49.7,49.7,0.1556082148499209,0.1910095353413045,0.2290775809407454,5.2165,10.0054,-4.891,-0.2138399999999999,3.4897932349066183,4.875271300973926,106272.56399999998,138122.364,562837.79464,1.4024970734685578,1.4203437563238337,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,10.433070866141728,44.33962264150935,172.3745,8.5618,1882936.6,1027515.2368,7.7532,9.0159,1.53,16531.6285,4701.14,8861.0,19665.58,,20389.62,38065.0,12226.29,22582.0,8311.77,15390.0,23468.19,,0.0058013221213114,0.1167978696068583,13.842654054245012,1.0,0.0045752508883866,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
