code,trade_date,label,position_20d,trailing_10,trailing_5,pct_chg_std_10d,pct_chg_std_5d,limit_up_count_20d,limit_up_count_60d,avg_amount_5d,pct_chg_score_day,turnover_rate,volume_ratio,circ_mv,pe,pb,fwd_ret_3,hit_limit_3,fwd_max_3,max_pct_chg_5d,max_step,was_limit,prev_turnover,prev_vol_ratio,vol_accel,cmv_yi,pullback_10d,pullback_20d,prev_pct,pct_5d,positive_5d,close_pos,body_ratio,upper_ratio,lower_ratio,amplitude,net_mf_amount,net_mf_ratio,buy_elg_ratio,buy_lg_ratio,mf_net,mf_accel,mf_pct,sector_heat,sector_rank,n_concepts,auc_amount,auc_vol,auc_amt_ratio,auc_vol_ratio,dt_is_listed,dt_net_amount,dt_net_rate,dt_l_buy_ratio,dt_n_exalter,dt_inst_net_buy,dt_hot_net_buy,dt_inst_sell_ratio,fundamental,technical,fundflow,sentiment,shortterm,id_vwap_dev,id_range,id_morning_vol_ratio,id_afternoon_strength,id_tail_vol_ratio,id_amount_ratio
603936.SH,20260526,0,1.0,0.2289812067260139,0.1901340996168583,4.9428843104482025,5.3214385045399135,5.0,6.0,1613851780.8,5.5936,9.7595,0.84,1566539.0399,2425.5251,3.6439,-0.0861280487804877,0.0,-0.0312499999999998,10.0044,2.0,1.0,17.1348,1.66,-0.4939759036144578,156.65390399,0.0,0.0,9.9805,18.3911,3.0,1.0,0.7584269662921351,0.0,0.2415730337078648,0.0716297786720322,-32167.46,-0.2133539517044582,0.5850437279452904,0.4559996866965008,-32167.46,-3.903090395006592,-0.0213353951704458,0.0,0.0,0.0,46525055.0,1845500.0,0.0288285798940824,2.999646121401489,1.0,-48369991.22,-0.79,0.4834483807403727,10.0,-34010039.70000002,-14359951.519999951,0.0446718542190647,0.0,36.0,2.0,13.0,31.5,0.0121054679224053,0.0574468085106383,0.9817924712307392,0.0185451908654753,0.0027956569793901,0.9360122651729456
603949.SH,20260526,0,0.0686274509803923,-0.0685082872928177,-0.0596765197992191,1.7933099677412156,1.466785118004679,0.0,2.0,56427072.8,1.4828,1.5677,0.98,354406.092,39.4846,3.356,-0.0777323202805376,0.0,-0.0391583869082406,1.3498,0.0,0.0,1.3859,0.74,0.3243243243243243,35.4406092,0.0846905537459284,0.1012793176972282,1.3498,-4.8087,1.0,0.2089552238805973,0.4477611940298506,0.343283582089552,0.2089552238805973,0.0397390272835113,-1367.87,-0.2449528514962033,0.5,0.3989111976825492,-1367.87,-4.95429579093432,-0.0244952851496203,0.0,0.0,0.0,1045524.0,60400.0,0.0185287655042066,1.8328885139492224,1.0,-71125282.75,-13.58,0.2400750529433035,10.0,0.0,-71125282.75,0.0,60.0,0.0,30.0,5.0,5.2,-0.0049707621243646,0.0370813397129188,0.5812217400540163,0.7205137576358795,0.1218401966437046,0.9895304546083064
603955.SH,20260526,0,0.0923344947735193,-0.1125725338491295,-0.0640554875560995,1.9772702375434168,1.540081999894811,0.0,0.0,45902971.8,1.7001,2.7239,2.47,311341.68,,2.1788,0.0154307758251179,1.0,0.0690098585512217,0.6582,0.0,0.0,1.1818,1.07,1.3084112149532712,31.134168,0.1343396226415094,0.1850799289520425,0.1758,-6.5162,2.0,0.1657142857142872,0.0800000000000003,0.8342857142857127,0.0857142857142869,0.0762859633827375,-1663.01,-0.1924355576188864,0.7427086634133976,0.4447059776591627,-1663.01,-2.6775036313750804,-0.0192435557618886,0.0,0.0,0.0,258883.0,11300.0,0.0056397873568612,0.305661500175823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.2,-0.0196474443694519,0.0768211920529802,0.696637723498066,0.4354663353265512,0.1547242284075847,1.8845515792944805
603968.SH,20260526,0,0.0763358778625951,-0.0916463909164639,-0.0508474576271187,1.798243451093316,2.6258772694853807,0.0,1.0,48349285.8,4.2857,1.9039,0.99,229017.6,,1.3081,0.0616438356164383,1.0,0.1001712328767123,1.6889,0.0,0.0,1.9635,1.04,-0.0480769230769231,22.90176,0.0945836701697655,0.0975020145044319,1.6889,-5.0153,2.0,0.2040816326530604,0.6326530612244905,0.163265306122449,0.2040816326530604,0.04375,78.8,0.0179374389930741,0.4197800227150457,0.3153093224365675,78.8,67.77966101694916,0.0017937438993074,0.0,0.0,0.0,48160.0,4300.0,0.0009960850342074,0.1104518250237599,1.0,14230557.28,2.34,0.5350843621135025,20.0,-30016780.0,64167906.5,0.0494548914620368,0.0,11.0,24.0,0.0,5.2,-0.00760635929874,0.0423423423423423,0.6134442988877759,0.6301398542835609,0.0912897177056844,0.9087397936289682
603978.SH,20260526,0,0.7450796626054359,0.0383365821962313,-0.0321017565112053,3.4917680425394813,2.402587361491773,1.0,3.0,493896521.4,0.4068,7.2252,0.99,674657.3796,,4.0676,-0.106886880648177,0.0,-0.0093487067622313,2.9008,0.0,0.0,6.2825,0.74,0.3378378378378379,67.46573796,0.0784313725490195,0.0784313725490195,-2.9003,-3.1079000000000008,2.0,0.7264957264957262,0.1196581196581201,0.2735042735042737,0.6068376068376061,0.0732165206508135,4083.59,0.0847033334915077,0.3397460902615542,0.436680865006553,4083.59,25.459958071278827,0.0084703333491507,0.0,0.0,0.0,3355495.0,104500.0,0.006793923128854,0.6851525861035189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,22.0,41.0,4.0,13.2,0.0110247271820349,0.0700197238658775,0.6873873105998518,0.4547839108745624,0.086479894571895,0.976199699956016
603979.SH,20260526,0,0.8819930069930063,0.0746153846153845,0.1052215189873415,3.350466664402886,3.43683280384717,0.0,0.0,825616888.8000001,7.5877,2.2251,1.18,4357165.5224,18.6307,3.8061,-0.0129075182967398,0.0,-0.0129075182967398,5.3068,0.0,0.0,1.6981,0.89,0.3258426966292134,435.71655224,0.0189606741573034,0.0189606741573034,4.4567,10.4006,4.0,0.6341463414634121,0.5718157181571818,0.3658536585365879,0.0623306233062303,0.0528274874731567,21378.3,0.219127188700679,0.3914135800908037,0.4473270144505598,21378.3,0.6247995439863195,0.0219127188700679,0.0,0.0,0.0,2368593.0,33900.0,0.0028688766328928,0.2442400417066889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,15.0,23.0,1.0,9.5,-0.0069215759214564,0.050044286979628,0.7261179996685807,0.3771866286973001,0.068719064533095,1.1824543274774153
603986.SH,20260526,0,0.9999551166965888,0.4237980835611521,0.2890000000000001,4.770110061822473,5.2900203486943225,3.0,4.0,26969622731.2,2.2084,8.8885,0.95,34434077.1662,219.3468,14.3032,-0.1125194785450952,0.0,-0.0228801641898827,10.001,1.0,1.0,9.5527,1.03,-0.0776699029126214,3443.4077166199995,1.939450359766278e-05,1.939450359766278e-05,8.5298,26.7196,4.0,0.9998168833546972,0.6865043032411646,0.0001831166453028,0.3133125801135324,0.1059154383242824,135642.75,0.0461562783539281,0.4931902834431153,0.5050226964729494,135642.75,-0.0302159120010992,0.0046156278353928,0.0,0.0,0.0,367455000.0,720500.0,0.013624773459471,1.2137514723159124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,36.0,4.0,0.0,16.0,0.0411327889817731,0.1160389610389611,0.7096140563669749,0.4092167298935983,0.1181651252505854,1.0900166245555776
603988.SH,20260526,0,0.1195840554592723,-0.1666666666666666,-0.0798828941865328,2.841021867849665,2.1058295283331936,0.0,1.0,148329706.79999998,1.5,2.2702,0.74,517440.0,168.8481,7.7639,-0.0407523510971785,1.0,0.0443349753694581,0.7269,0.0,0.0,1.7534,0.52,0.4230769230769229,51.744,0.1672975018925057,0.1875923190546528,0.7269,-8.1433,2.0,0.6106194690265484,0.1327433628318568,0.2566371681415947,0.6106194690265484,0.0513636363636364,-603.14,-0.0516757512055818,0.5294924031834279,0.5036800312201808,-603.14,-1.7355814378925545,-0.0051675751205581,0.0,0.0,0.0,125856.0,5700.0,0.0008484881600264,0.1067499491064935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,7.0,11.0,0.0,5.2,0.0061581267509034,0.0435597189695551,0.7190613529103304,0.3907019143117593,0.1298786425949509,0.7871128954459715
603989.SH,20260526,0,0.9531772575250834,0.4399624765478422,0.3954545454545455,4.256774656015984,3.5127129940261272,3.0,3.0,937122014.8,3.4202,11.7799,1.6,1224254.1702,46.1945,3.0977,0.1278740157480316,1.0,0.2100787401574804,10.0,0.0,0.0,4.0121,0.58,1.7586206896551726,122.42541702,0.017914267434421,0.017914267434421,9.9845,34.7523,5.0,0.7522123893805301,0.2477876106194698,0.0,0.7522123893805301,0.0736156351791531,-19414.73,-0.1364996169021523,0.5992179018161268,0.5080679002544795,-19414.73,-3.274357461460897,-0.0136499616902152,0.0,0.0,0.0,27502658.0,922289.0,0.0293480011841036,1.9633264216947623,1.0,61582767.84,5.96,0.5903377625756417,10.0,62971904.28999999,-1389136.4499999974,0.0742100800816114,61.0,36.0,2.0,0.0,30.2,0.0155167194716412,0.0672584499829294,0.7635969235157751,0.3095914470107748,0.088956630768674,1.5154039586862986
603990.SH,20260526,0,1.0,0.1484230055658626,0.1268203883495144,2.831787436280308,3.9877885279939305,1.0,1.0,317186085.40000004,4.7388,8.0858,1.47,568767.0315,145.248,6.7808,0.009254498714653,0.0,0.0313624678663237,10.0118,1.0,1.0,7.1247,1.3,0.1307692307692307,56.87670315,0.0,0.0,2.4272,12.461,3.0,1.0,0.9936708860759484,0.0,0.0063291139240516,0.0850834679590738,-4389.74,-0.0967406657220854,0.6933383157251078,0.484372385949924,-4389.74,-2.1279633274576413,-0.0096740665722085,0.0,0.0,0.0,18230968.0,971800.0,0.0574771997863939,3.924042362859807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,55.0,29.0,13.0,13.5,0.0117193064822243,0.0923529411764705,0.9651165138318536,0.0361443262737747,0.0057943978066084,1.433115959127758
603993.SH,20260526,0,0.4561855670103092,-0.0334832583708146,0.0562534134352812,3.174145948578137,2.9385440390778563,0.0,0.0,4017327047.0,5.4292,1.508,1.24,33769268.7684,20.3437,4.6561,-0.0922020598332515,0.0,-0.0524767042667975,5.0454,0.0,0.0,1.2932,0.95,0.3052631578947369,3376.92687684,0.0983682983682983,0.0983682983682983,5.0454,5.7149,2.0,0.6875000000000013,0.6093750000000003,0.3124999999999986,0.078125000000001,0.0330920372285419,16372.57,0.0322653988392397,0.4862219910618264,0.5310812166297357,16372.57,-0.7130847346660678,0.0032265398839239,0.0,0.0,0.0,14636295.0,763500.0,0.0036432918776005,0.2899711644090813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,7.0,14.0,0.0,2.8,0.0035707561829316,0.0284960422163587,0.7078974593471233,0.4126339723302239,0.0865654851607885,1.2630661643017584
603995.SH,20260526,1,0.0592885375494079,-0.0896202531645569,-0.0390165686798503,1.907768556789581,1.2802686536817185,0.0,0.0,82983744.2,10.0111,1.1017,0.82,657381.2431,11.9809,1.1125,0.0202224469160767,0.0,0.0546006066734074,0.4396,0.0,0.0,0.893,0.63,0.3015873015873014,65.73812430999999,0.1168958742632612,0.1168958742632612,0.4396,-3.9224,2.0,0.2419354838709708,0.741935483870968,0.0161290322580612,0.2419354838709708,0.0344827586206897,-2445.09,-0.3356230585281048,0.477263025617167,0.5197965261400217,-2445.09,-6.925336241366777,-0.0335623058528104,0.0,0.0,0.0,359790.0,20100.0,0.0043356684308298,0.4990075707641146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,0.0,27.0,0.0,8.2,-0.0057090304387262,0.0336322869955156,0.551202800327698,0.8142142953654912,0.1479605769469477,0.877775408933645
603997.SH,20260526,0,0.840909090909091,0.0658914728682169,0.0170118343195266,2.852048878367971,1.5516947359580748,1.0,1.0,204992516.6,1.173,1.7554,1.58,1749364.188,38.5671,3.2343,0.0079710144927536,0.0,0.0210144927536231,1.7765,0.0,0.0,0.7913,0.59,1.6779661016949157,174.9364188,0.0248226950354609,0.0248226950354609,0.8962,1.7504000000000002,4.0,0.5569620253164557,0.3797468354430393,0.4430379746835443,0.1772151898734164,0.0574545454545453,-2660.94,-0.0872561763247249,0.6755392129959936,0.4960329270967135,-2660.94,-32.46807000946074,-0.0087256176324724,0.0,0.0,0.0,1351932.0,99700.0,0.0065950309914874,0.4464218549513154,1.0,22297724.0,5.67,0.5543741562976353,10.0,-43560758.0,65858482.0,0.1803904418763402,0.0,31.0,36.0,2.0,5.2,0.0071494330403345,0.0510510510510511,0.632684222073962,0.5805673116392306,0.1169564458136129,1.487372641972824
605006.SH,20260526,1,0.8144736842105262,-0.004278728606357,0.1234482758620689,5.908909647016107,4.525243841120608,6.0,8.0,1020674181.4,10.0061,15.4577,1.62,977478.8012,,3.9005,0.0223214285714283,0.0,0.1272321428571428,9.993,0.0,0.0,12.0261,1.32,0.2272727272727273,97.74788012,0.0796610169491525,0.0796610169491525,9.993,12.2714,3.0,0.6742424242424241,0.1590909090909099,0.3257575757575759,0.5151515151515141,0.0810313075506444,-18293.11,-0.1224896828557556,0.5059072351589571,0.5108690022881747,-18293.11,0.2951680405149754,-0.0122489682855755,0.0,0.0,0.0,7268276.0,457700.0,0.0071210540370782,0.4934573772551727,1.0,5824663.02,0.28,0.5048682897987474,10.0,0.0,5824663.019999959,0.0,90.0,12.0,0.0,0.0,22.2,0.0121413231056288,0.0748387096774194,0.7579646332549178,0.3193227706492224,0.0936910401514547,1.462596433028574
605020.SH,20260526,0,0.8009422850412244,0.1740674955595025,0.0515431116767419,2.532311625057232,2.5783624953834554,0.0,0.0,1101538193.0,2.2088,6.2837,0.89,1662163.777,30.0598,2.8455,-0.0183540556542334,0.0,0.0189461219656601,4.8757,0.0,0.0,5.9922,0.72,0.2361111111111111,166.2163777,0.0486470926885436,0.0486470926885436,2.7134,5.2151000000000005,3.0,0.3266932270916329,0.4621513944223113,0.2111553784860558,0.3266932270916329,0.0759455370650531,-12085.76,-0.1158911760170563,0.4671874659408127,0.4986632878133069,-12085.76,-6.138656337561067,-0.0115891176017056,0.0,0.0,0.0,3610200.0,109400.0,0.0032774170001021,0.34617804721723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,29.0,0.0,0.0,9.8,0.0018861286521927,0.0649953574744659,0.6076120800951826,0.6457868971982085,0.0864428018125205,0.9463975471978936
605099.SH,20260526,0,0.2130872483221477,-0.1865758754863812,-0.1325726141078838,4.996187380680892,2.247658309797109,3.0,5.0,253205170.2,4.3052,1.1771,0.77,1678474.6669,25.2072,5.045,-0.0277459298326072,0.0,-0.0277459298326072,-0.4828,0.0,0.0,0.9961,0.61,0.2622950819672132,167.84746669,0.2517895490336435,0.2517895490336435,-0.4828,-13.8904,0.0,0.4230769230769246,0.471153846153845,0.1057692307692303,0.4230769230769246,0.0497488639081559,-498.3,-0.025296482850736,0.0,0.4591830858080106,-498.3,0.4854930304594734,-0.0025296482850736,0.0,0.0,0.0,307470.0,7400.0,0.0012143116973367,0.1565983784872766,1.0,-7937437.75,-2.42,0.4362074685377489,20.0,-12130663.2,-3744212.3000000007,0.1235276964757429,87.5,0.0,0.0,0.0,14.8,0.0031442640277004,0.0505741509894943,0.6695376150671887,0.493568064730238,0.0985080943815469,0.7778430426378395
605186.SH,20260526,0,0.6538922155688622,0.0995980348369807,-0.0702416918429003,2.872137298402533,0.9214240817343552,1.0,1.0,212785928.8,2.1527,3.0096,0.42,334832.0,108.7733,3.0265,0.0576540755467198,0.0,0.0827037773359842,-0.0406,0.0,0.0,3.9939,0.5,-0.16,33.4832,0.1050527081061432,0.1050527081061432,-0.6454,-7.2088,0.0,0.5810810810810819,0.2162162162162168,0.2027027027027012,0.5810810810810819,0.0300568643379365,-422.42,-0.0421916834640512,0.6452207399257325,0.4018291600071035,-422.42,-2.373410930845011,-0.0042191683464051,0.0,0.0,0.0,403768.0,16400.0,0.0018975314875238,0.4006743055385893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,31.0,0.0,0.0,5.2,0.0064445350428528,0.0264353572903759,0.572524492438494,0.7466501664248528,0.1490312965722801,0.470552031164196
605196.SH,20260526,1,0.1767497034400951,-0.0305343511450382,0.0034567901234567,2.854387838832523,4.169573166836145,0.0,3.0,483571633.1999999,9.9902,1.5682,0.62,2052168.742,72.6858,6.1333,-0.1161073825503357,0.0,-0.0633109619686802,4.9101,0.0,0.0,3.0666,1.21,-0.487603305785124,205.2168742,0.0902171479740318,0.1458596048759982,4.9101,0.7799000000000003,2.0,0.2342007434944243,0.5799256505576206,0.185873605947955,0.2342007434944243,0.0661909448818898,-7893.0,-0.2431868761091992,0.6280608563489262,0.5501935689061438,-7893.0,-1.7250963442025824,-0.0243186876109199,0.0,0.0,0.0,226688.0,5600.0,0.000468778531321,0.0707178748268359,1.0,-188793422.8,-17.39,0.2561018941619344,10.0,-200905173.0,12111750.200000005,0.2319969427050108,47.0,11.0,9.0,0.0,8.2,-0.0077072574021395,0.0554445554445555,0.5200409152901955,0.9229256210388286,0.1207758751325958,0.6706755002435492
605208.SH,20260526,0,0.3890909090909094,0.0276988636363637,-0.0089041095890409,3.328550585630328,1.8147427756020964,0.0,0.0,137767335.2,2.2806,3.0125,0.98,477423.18,70.7256,2.1481,-0.0527027027027028,0.0,-0.0013513513513514,2.0423,0.0,0.0,2.9985,0.85,0.1529411764705881,47.742318,0.0893643801132787,0.1040247678018574,2.0423,-0.8104000000000002,2.0,0.2978723404255327,0.6382978723404223,0.0638297872340448,0.2978723404255327,0.032480995162405,-622.2,-0.0430175582296439,0.0,0.6041370849214059,-622.2,-0.4092226852690706,-0.0043017558229643,0.0,0.0,0.0,216672.0,14800.0,0.0015727385572599,0.1489029924169138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,11.0,0.0,1.5,-0.0056966016916409,0.029965156794425,0.5937179306597984,0.6843014980004067,0.1460349719298951,1.049937670566194
605255.SH,20260526,0,0.0128248396895037,-0.1814334832055013,-0.0967020138145735,3.75253381890157,1.5946141835566368,1.0,3.0,125493539.2,6.9575,0.9497,0.93,1244932.8,476.1355,15.3163,-0.057899506595509,0.0,-0.0436008458362702,0.8065,0.0,0.0,0.8503,0.77,0.2077922077922078,124.49328,0.2395577395577395,0.2395577395577395,-1.8745,-10.0032,1.0,0.084070796460176,0.475663716814161,0.4402654867256629,0.084070796460176,0.0486806677436725,-682.44,-0.0573413940435328,0.0027578435442737,0.4040617439602004,-682.44,0.58614165206159,-0.0057341394043532,0.0,0.0,0.0,938000.0,10000.0,0.0074744883758924,0.7852948821547235,1.0,-29590867.0,-3.65,0.4083926515586479,10.0,-21397940.0,-8192927.0,0.0489522418803266,0.0,0.0,27.0,6.0,19.5,-0.0065395864497344,0.0375972342264476,0.6671901994659966,0.4988229755178908,0.0968273912360609,0.9483634755915784
605299.SH,20260526,0,0.0166512488436632,-0.3201596806387226,-0.2504401408450704,6.07963781908717,3.671130351485765,2.0,10.0,473001187.8000001,4.1691,6.0674,1.04,696912.7687,78.1203,5.7938,-0.020293122886133,0.0,0.0084554678692221,-1.676,0.0,0.0,7.3636,1.13,-0.0796460176991149,69.69127687,0.344495765973826,0.3843094721619667,-1.676,-27.6516,0.0,0.1855670103092782,0.5979381443298959,0.2164948453608259,0.1855670103092782,0.0569583088667057,638.35,0.0150608345647859,0.4339832383360397,0.3811987778534225,638.35,0.2561988350125944,0.0015060834564785,0.0,0.0,0.0,1056924.0,62800.0,0.0022345060166041,0.2529274744160638,1.0,-7287454.77,-0.66,0.4839119166864552,10.0,0.0,-7287454.770000007,0.0,67.0,11.0,7.0,0.0,20.8,-0.0016629947591029,0.0444839857651244,0.6970917424172248,0.4345314097860564,0.1130398360002094,0.895446664669031
605389.SH,20260526,0,0.6599678456591638,0.0022530329289427,-0.023719085000422,4.679143362355443,2.8805153916617074,1.0,2.0,212470708.2,1.3056,1.3233,0.9,1576061.3462,132.0215,7.7261,-0.2733634889476828,0.0,-0.260220192882137,3.4035,0.0,0.0,1.1146,0.61,0.4754098360655738,157.60613462,0.0879987383693423,0.1276210589832555,3.4035,-2.1864,2.0,0.0136363636363641,0.7454545454545447,0.2409090909090911,0.0136363636363641,0.0570638077122601,-630.18,-0.0296882258582308,0.6306800803498359,0.5541041813494152,-630.18,-1.400962034014774,-0.002968822585823,0.0,0.0,0.0,370176.0,3200.0,0.0017422448634733,0.1774622892635315,1.0,80752042.08,11.07,0.635582572500407,10.0,34227305.28,46524736.79999998,0.0409245771058051,57.0,33.0,25.0,0.0,9.5,-0.0170929349870653,0.0502682124935109,0.5530723158828749,0.8080818209164745,0.1199534161490683,0.9986551925090256
605500.SH,20260526,0,0.8608414239482202,0.228144989339019,0.1975051975051975,2.5050211235187216,3.693992753972319,1.0,1.0,232977279.4,2.6042,12.2672,3.7,477388.8,77.9605,1.8487,-0.2470389170896785,0.0,-0.0702199661590524,10.0101,0.0,0.0,8.0587,4.1,-0.0975609756097559,47.73888,0.0359832635983263,0.0359832635983263,10.0101,18.6763,5.0,0.7881773399014779,0.6600985221674879,0.2118226600985221,0.12807881773399,0.1762152777777777,1844.13,0.0337241389862741,0.3826032558883862,0.4342281217392528,1844.13,1.2538330353345364,0.0033724138986274,0.0,0.0,0.0,9003960.0,833700.0,0.038647373783351,1.6400001565839182,1.0,-16835261.62,-3.08,0.3940452875287276,10.0,0.0,-16835261.619999997,0.0,0.0,27.0,13.0,8.0,16.0,0.0706867739849603,0.1963927855711422,0.7441158245714117,0.3438768091996563,0.1535836177474402,2.3477052500940143
605566.SH,20260526,0,0.895953757225433,0.1267842149454241,0.094319108453384,3.8653443099257023,4.956891600347944,2.0,2.0,349020255.99999994,0.9935,7.9761,1.23,536826.84,119.6692,2.6412,-0.0666502705361533,0.0,-0.0014756517461878,10.0,1.0,1.0,12.4588,2.63,-0.532319391634981,53.682684,0.0261248185776488,0.0261248185776488,-2.6078,9.6871,2.0,1.0,1.0,0.0,0.0,0.1301539990064579,-16943.83,-0.4062681844241277,0.7489787024019481,0.45413047380244,-16943.83,-0.1468254532286941,-0.0406268184424127,0.0,0.0,0.0,16348000.0,408700.0,0.0468396882959137,3.842847742931069,1.0,8164461.55,1.35,0.5245381410733867,10.0,0.0,8164461.549999997,0.0,67.0,35.0,27.0,12.0,20.2,0.0246101331910779,0.1496287835522556,0.976982313615977,0.0235599826764833,0.0044568559420044,1.1973310253946985
605580.SH,20260526,0,1.0,0.119244935543278,0.1450777202072537,3.8761705023740896,6.306252802290755,2.0,2.0,168582659.4,6.5405,7.0473,4.47,680680.0,43.6341,6.3416,0.1694980694980694,1.0,0.1694980694980694,10.005,2.0,1.0,1.834,1.15,2.88695652173913,68.068,0.0,0.0,10.005,14.6998,3.0,1.0,1.0,0.0,0.0,0.0909090909090908,4795.31,0.1036232071745548,0.8162036947760186,0.5154157086924219,4795.31,4.737051699683599,0.0103623207174554,0.0,0.0,0.0,11249892.0,456200.0,0.0667322015208404,2.311928985974365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,12.0,37.0,16.0,24.0,0.0357595226959539,0.0999999999999998,0.8003679246717311,0.2494253819706074,0.0153251268225194,2.7472035122018013
000021.SZ,20260527,0,0.8610624635143023,0.3231197771587744,0.1348553225378284,3.817758058268622,4.280628456663811,1.0,1.0,9724349845.6,2.8772,17.0551,1.05,6729029.037,59.2598,5.0373,-0.1716689404274669,0.0,-0.0302410186448385,9.0644,0.0,0.0,15.1165,1.04,0.0096153846153845,672.9029036999999,0.0527365388876579,0.0527365388876579,9.0644,13.2595,4.0,0.629283489096573,0.1947040498442367,0.3707165109034271,0.4345794392523362,0.1501754385964912,-58228.82,-0.0530613282587287,0.3840335995673138,0.4952439997022928,-58228.82,-1.8875681542079936,-0.0053061328258728,0.0,0.0,0.0,654732848.0,13921600.0,0.0673292156694926,5.185849003525496,1.0,-460609354.43,-4.2,0.3671041973704114,10.0,-647013957.4700001,-140803995.38,0.0601881763935964,63.0,31.0,13.0,18.0,13.5,0.0460431742930478,0.1598350090229441,0.6004306886324574,0.6654711675007864,0.2093298735201364,1.1282244059703577
000039.SZ,20260527,0,0.0899742930591258,-0.2126168224299065,-0.1314432989690722,4.210862570718143,3.9202603442118487,1.0,1.0,880948460.6000001,2.275,3.0853,0.88,2326722.6196,246.8906,1.1669,0.0454545454545454,0.0,0.0783365570599614,1.3739,0.0,0.0,2.0818,0.56,0.5714285714285714,232.67226196,0.229420731707317,0.2593406593406594,-2.0329,-13.4892,1.0,0.8157894736842093,0.0526315789473721,0.1315789473684186,0.8157894736842093,0.0375865479723045,-2310.07,-0.0325987414498403,0.1947777895776055,0.4239814711347537,-2310.07,0.5653563781548337,-0.003259874144984,0.0,0.0,0.0,731964.0,72400.0,0.0008308817515856,0.1019637988235659,1.0,-122120230.3,-7.29,0.4259042024675606,10.0,-100375762.14,0.0,0.1864578366226544,0.0,0.0,2.0,0.0,12.0,0.0126554685474518,0.035641547861507,0.4630910952470147,1.1594023514241747,0.1676240988424905,0.8046988464196652
000151.SZ,20260527,0,0.2458100558659224,-0.0590682196339433,-0.0714285714285714,2.7834465808193625,2.2294331706512307,0.0,0.0,85458642.6,3.2714,1.9505,0.81,348274.14,11.0374,4.5326,0.1763698630136987,1.0,0.1763698630136987,1.3135,0.0,0.0,2.2226,0.85,-0.0470588235294117,34.827414000000005,0.1066350710900473,0.1066350710900473,-0.3457,-7.2287,1.0,0.4444444444444455,0.4166666666666683,0.1388888888888861,0.4444444444444455,0.0318302387267904,296.19,0.0436720080181093,0.2742654288669535,0.4734970291264705,296.19,2.248219478275528,0.0043672008018109,0.0,0.0,0.0,151152.0,13400.0,0.0017687151983853,0.2230953649440596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.5,0.0013490837034042,0.0277529095792301,0.6009090303676079,0.6641454021555426,0.135871736814065,0.7938443548364996
000430.SZ,20260527,0,0.1726618705035973,-0.0760456273764258,-0.0214765100671141,2.354043617581246,2.3017268494762795,0.0,0.0,75931431.4,3.5665,2.2713,0.68,270135.6783,,3.2478,0.0569536423841059,0.0,0.0569536423841059,2.5503,0.0,0.0,1.8539,0.41,0.6585365853658538,27.013567830000003,0.136255924170616,0.136255924170616,-1.7833,-2.0334,2.0,0.7272727272727277,0.3333333333333342,0.2727272727272722,0.3939393939393935,0.0452674897119341,-215.71,-0.0356118130447667,0.0,0.4400698324896283,-215.71,0.8034282277465917,-0.0035611813044766,0.0,0.0,0.0,821250.0,112500.0,0.0108156791576037,1.3366760134974571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,25.0,1.0,1.5,0.0126707724506067,0.0453900709219858,0.5170381635853809,0.9340932070962404,0.0934247421700489,0.7979286032529606
000509.SZ,20260527,1,1.0,0.2216494845360825,0.196969696969697,3.963422372003771,5.432273638689421,3.0,7.0,294164451.8,9.9156,7.4337,1.3,508661.159,,42.069,-0.055662188099808,1.0,0.0998080614203456,9.9768,2.0,1.0,11.9241,2.77,-0.5306859205776173,50.8661159,0.0,0.0,9.949,19.0176,3.0,1.0,1.0,0.0,0.0,0.0843881856540085,-21080.15,-0.5657143755010599,0.5915367491591625,0.4545903000607184,-21080.15,-25.063274088786915,-0.056571437550106,0.0,0.0,0.0,48237084.0,10176600.0,0.1639799904605604,12.757007968046782,1.0,5682273.76,0.62,0.5097032258930221,10.0,51824422.76,-46142149.0,0.0031311111857804,0.0,48.0,9.0,0.0,18.5,0.005154611797745,0.0921658986175115,0.8910755183164165,0.1222393382430521,0.0282753373021096,1.2788204546746664
