code,trade_date,label,position_20d,trailing_10,trailing_5,pct_chg_std_10d,pct_chg_std_5d,limit_up_count_20d,limit_up_count_60d,avg_amount_5d,pct_chg_score_day,turnover_rate,volume_ratio,circ_mv,pe,pb
603727.SH,20260519,1,0.17478510028653269,-0.09211222869242996,-0.02556818181818199,1.6643363440422732,1.558287134516614,0,0,60213427.0,1.5995,1.5116,1.2,483148.5601,78.6274,1.5583
600506.SH,20260519,1,0.157618213660245,-0.19574844995571294,-0.016783974011911118,1.5784207442884168,1.584560520270526,0,0,157736539.4,1.7367,3.3307,0.96,453318.299,346.6431,9.067
000026.SZ,20260519,1,0.7884615384615385,0.1166390270867883,0.002979145978152964,2.459940137665955,1.103062321720763,0,0,390484813.8,-0.0989,3.7175,0.61,736412.6807,93.8689,2.4122
002552.SZ,20260519,1,0.9195949970220373,0.576271186440678,0.1617357001972386,5.767957336874121,6.277384850588659,0,0,1405507813.8000002,9.9907,5.1791,0.41,1302290.6233,110.3642,8.7559
000910.SZ,20260519,1,0.11392405063291121,-0.0682148040638606,-0.04888888888888887,1.9063529509511086,2.593801790114272,0,0,95338377.79999998,-2.2831,4.1192,2.04,351290.202,263.4987,0.5446
600936.SH,20260519,1,0.7035175879396981,0.29828850855745714,0.04117647058823537,4.162903509342969,2.387245041130047,0,0,762758499.6,-2.925,6.0454,0.58,887314.9329,999.0,8.9259
600021.SH,20260519,1,0.08040201005025124,-0.023864959254947582,-0.07245575221238931,2.2099398047005714,2.0150919051993634,0,0,1237446391.2,-1.0035,1.4837,0.57,4731211.0028,17.0964,2.2741
600835.SH,20260519,1,0.4456521739130434,-0.008808724832214843,-0.04137931034482756,2.1963339512924716,2.6262127016675554,0,0,260048825.99999997,-0.6308,1.1157,0.78,1905769.6609,30.4962,1.7089
002208.SZ,20260519,1,1.0,0.7596302003081663,0.5359784801613989,4.230388883837986,2.0670071788941615,0,0,1671025053.2,10.0193,0.7837,0.06,1834217.0578,999.0,3.0978
603333.SH,20260519,1,0.663755458515284,0.14463840399002503,0.07368421052631557,4.179480185633136,5.545004454966651,0,0,334350543.6,-4.8705,11.4407,2.82,570562.3239,999.0,2.7948
603316.SH,20260519,1,1.0,0.24817073170731718,0.06559083810515354,5.366302289249087,4.640615554859075,0,0,446661018.0,9.9946,12.4773,1.33,540948.408,999.0,9.7883
603989.SH,20260519,1,1.0,0.11675126903553301,0.031894934333958735,3.5770342212508957,4.680719765847984,0,0,240793373.0,10.0,4.7065,1.93,877315.692,33.1035,2.2199
600863.SH,20260519,1,0.7288135593220336,0.05117270788912576,0.027083333333333348,1.4570303870887524,1.4107888411807064,0,0,533445250.5999999,1.8595,1.2519,0.73,3217755.6908,15.4916,1.8518
603082.SH,20260519,1,1.0,0.3701413427561837,0.30153846153846153,4.549065608990488,5.49110799952068,0,0,348768575.0,10.0,52.0722,4.95,188711.2557,43.8036,4.5238
605488.SH,20260519,1,0.6090750436300182,0.06282245827010624,-0.04054794520547933,2.5193105229209043,2.1512145746996043,0,0,294141494.8,0.0,2.733,0.86,967276.4412,136.7989,4.6714
000586.SZ,20260519,1,0.2993197278911565,0.03831204886174344,-0.03209109730848869,3.688911875824631,3.725579246560191,0,0,403221223.40000004,2.9169,6.6208,0.54,357525.3,999.0,11.3584
001259.SZ,20260519,1,1.0,0.9550528789659225,0.6106001936108421,3.909172847496002,0.005222106854517219,0,0,111472211.99999999,10.0,14.1541,7.31,316408.6408,525.7565,6.7396
002281.SZ,20260519,1,0.9547374219610723,0.579739595092948,0.055888123145027446,4.670897263363861,3.642207638562085,0,0,16254747844.599998,6.8248,8.6609,0.81,16361679.2243,178.9258,16.3747
605288.SH,20260519,1,0.6491904394757134,0.07793017456359097,0.022109245684559076,3.3183364634858834,3.7234712280881133,0,0,104116307.2,6.5837,2.6733,1.49,606869.5942,100.5628,2.7288
603466.SH,20260519,1,0.6528925619834713,0.047471620227038214,0.00794438927507457,2.226916680277913,3.0087080851421923,0,0,368107484.1999999,1.6016,4.2994,0.7,603740.002,999.0,2.9025
600452.SH,20260519,1,0.4517543859649126,0.04121110176619003,0.0206100577081616,3.0654007251255093,4.030781566892456,0,0,1066764759.2000002,-2.3659,3.5793,0.65,1902238.5677,48.3693,3.3106
002246.SZ,20260519,1,0.09353741496598593,-0.06179540709812115,-0.04909013965298348,2.6339313709548313,3.190173186897539,0,0,431234514.8,0.447,2.6562,0.71,1233681.1821,46.9039,3.9435
002067.SZ,20260519,1,0.40000000000000036,-0.022403258655804503,-0.030303030303030387,1.503157269383347,1.7078471083794358,0,0,157406435.0,-1.0309,2.1717,0.83,642049.8494,127.6514,1.0588
603206.SH,20260519,1,1.0,0.1435406698564594,0.08883826879271095,3.182557401226253,4.214562772388139,0,0,130286863.99999999,10.0115,4.4245,2.32,583542.3771,109.62,2.558
002272.SZ,20260519,1,0.8505747126436777,0.18380241240666284,0.04992358634742744,5.030524363334304,5.61221574118458,0,0,960221706.5999999,9.9787,10.3143,0.83,841162.315,999.0,6.8489
603083.SH,20260519,1,0.7090408444240479,0.07960869310526619,-0.06825075834175931,2.6017741853589063,1.8802078634023422,0,0,5785148076.8,-2.0306,8.541,0.73,5079093.7144,246.6684,8.594
601929.SH,20260519,1,0.5999999999999998,0.04844290657439432,0.0,2.401973728853003,3.1156783366708445,0,0,382911594.00000006,4.1237,6.7122,2.37,1057405.8149,999.0,2.2596
603108.SH,20260519,1,0.5953757225433521,0.011070110701106861,-0.002184996358339464,2.319489709914661,3.01197264967662,0,0,219883417.99999997,3.5525,3.3617,1.22,827073.5772,999.0,2.2492
601222.SH,20260519,1,0.6212121212121213,0.013029315960912058,-0.006389776357827448,1.5215745981055284,1.684760901730569,0,0,203342080.00000003,1.634,1.1152,0.68,1269638.937,51.9801,0.8468
002831.SZ,20260519,1,0.5200892857142853,0.05075090626618328,-0.013132295719844311,3.251116048144083,3.7542944916988064,0,0,534947628.40000004,-2.1461,2.3614,0.87,2073569.8581,23.4586,3.0285
002845.SZ,20260519,1,0.6157635467980298,0.06540697674418605,-0.025913621262458553,2.2093153036404742,0.7205401101951231,0,0,110182328.80000001,0.4798,2.8877,0.88,366843.5586,114.982,1.9639
603636.SH,20260519,1,0.8353658536585368,0.2890888638920135,0.03804347826086962,4.854827993914924,4.40173132664864,0,0,610656686.4,3.2432,7.7782,0.71,665093.1594,999.0,3.5945
603938.SH,20260519,1,0.9558899844317591,0.5215753424657534,0.2504925415142132,5.251195664465379,6.047301595058742,0,0,1236796919.4,10.0025,3.368,0.37,1700000.6402,211.7088,6.6921
002988.SZ,20260519,1,0.23381294964028795,-0.08299477655252463,-0.0670209625036905,1.918371595416279,1.8206739092984225,0,0,161495361.79999998,0.894,2.3628,1.17,789282.2566,66.6779,2.9346
002150.SZ,20260519,1,0.5509090909090908,0.03733426378227489,0.017105713308245063,2.3268372311143724,3.1495358061784278,0,0,616384963.4,0.0336,6.7418,1.22,1065954.2196,38.1327,4.9593
002782.SZ,20260519,1,0.779220779220779,0.2782874617737001,0.11864406779661008,5.005485750504141,6.123867023899196,0,0,859297295.8000001,-1.3763,5.5161,0.78,1220145.0096,41.5124,5.8082
603311.SH,20260519,1,1.0,0.3712898003237992,0.2660687593423019,3.9468830500028753,4.6348412142812405,0,0,298611650.8000001,10.0,9.6237,2.07,599381.0077,76.3618,4.4453
002178.SZ,20260519,1,0.2658227848101265,-0.07920792079207917,-0.04778156996587035,1.9113855392358707,2.0629423970629914,0,0,80173196.39999999,2.5735,2.4818,1.28,397175.0022,444.0602,9.1959
600850.SH,20260519,1,0.7509727626459142,0.028140703517588017,0.0174042764793636,3.941417170523821,5.159629462122256,0,0,275478425.79999995,10.0,2.3566,1.18,1391686.6241,42.325,2.8347
600353.SH,20260519,1,0.8628571428571432,0.1932203389830509,0.12941176470588256,2.785620740176236,3.1894457158572243,0,0,1746561434.2,0.1422,7.1843,0.72,1750449.1678,108.3399,9.078
002226.SZ,20260519,1,0.6399999999999988,0.03867403314917128,0.012567324955116588,1.2876194554681129,1.3616650948012141,0,0,175870044.79999998,-0.8787,1.1666,0.9,1493989.7999,19.7214,1.5402
603115.SH,20260519,1,1.0,0.4431542461005198,0.3333867093674938,4.427936061428619,3.2966918992226133,0,0,615785793.4,10.0,2.6469,0.71,2014221.3608,97.6668,9.3037
603178.SH,20260519,1,0.7924281984334204,0.2210288298473715,0.07302533532041733,4.005672606242302,3.9685928219458337,0,0,562233304.5999999,-2.834,10.5309,0.93,510649.663,999.0,4.4611
603380.SH,20260519,1,0.8844221105527642,0.08592017738359203,0.02137643378519294,2.861264952936026,3.045341608161554,0,0,146225342.0,5.6065,4.0009,1.89,628608.6216,28.2912,3.8962
000811.SZ,20260519,1,0.9770531400966186,0.404790905399919,0.19681771013490157,4.655102709726178,4.16346192267925,0,0,1920691601.6000001,4.4686,5.4037,0.93,3385249.0563,60.8445,5.2565
600703.SH,20260519,0,0.6970684039087949,0.16068866571018647,0.008728179551122262,3.9380424021206273,4.145623949853629,0,0,6425332647.200001,0.1238,5.6777,0.71,8072232.3003,999.0,2.313
300359.SZ,20260519,0,0.20370370370370428,-0.06438631790744453,-0.0718562874251496,1.624687408241967,1.8579694158946751,0,0,52904683.0,1.3072,1.9773,1.18,294485.2891,999.0,5.7448
002212.SZ,20260519,0,0.1604938271604936,-0.058064516129032295,-0.04823989569752285,2.6175122757305265,1.7257022786100735,0,0,215146880.79999998,0.4127,1.5807,0.6,851796.0711,116.0027,0.9035
300479.SZ,20260519,0,0.1577380952380956,-0.0216374269005849,-0.046723646723646706,1.829914354280003,2.3025731713889135,0,0,125355008.99999999,1.5786,2.1006,0.54,329461.1546,196.3559,6.2412
600681.SH,20260519,0,0.4814814814814827,-0.01225490196078427,-0.019464720194647178,1.3183099408333383,1.4808910120599694,0,0,88643913.80000001,2.0253,1.5353,0.87,539942.9351,22.7846,1.4683
600082.SH,20260519,0,0.6333333333333333,0.13772455089820368,0.013333333333333197,3.5005391521307114,4.040732962421545,0,0,89265206.8,-1.2987,3.1425,0.85,241047.4566,999.0,1.4532
600998.SH,20260519,0,0.01612903225806417,-0.06165703275529866,-0.03373015873015872,0.6807958464179993,0.8701742813942505,0,0,158281160.8,-1.6162,0.6336,0.95,2455683.004,10.8906,0.8927
688056.SH,20260519,0,0.6818181818181811,-0.011732605729877221,-0.012540894220283594,1.996264112686495,2.5434345775741902,0,0,34266877.2,3.2203,1.3521,0.9,244312.8101,60.4788,3.0034
300535.SZ,20260519,0,0.3059701492537315,-0.04617752693689059,-0.027210884353741527,1.753874619948644,2.125747929929605,0,0,48969845.400000006,3.3927,4.136,1.26,150878.3845,55.5527,2.0792
603839.SH,20260519,0,0.6018518518518513,0.015286624203821653,-0.00993788819875785,1.2457452460274532,0.7608093469457378,0,0,40286075.599999994,-1.2392,1.2269,0.97,308451.9114,999.0,1.8342
688758.SH,20260519,0,0.14334470989761153,-0.022579026593075757,-0.004089979550102152,1.9664852397361134,2.4276869111151873,0,0,93369627.79999998,-0.9156,0.9617,0.57,580861.7931,64.1134,5.8519
002285.SZ,20260519,0,0.4150943396226412,0.03322259136212624,-0.05757575757575761,2.5594110024769368,1.6249609430383243,0,0,177793986.8,0.0,2.2255,0.66,614299.1583,999.0,2.8301
603920.SH,20260519,0,0.712372790573112,0.16943885944068726,0.012662234884457169,3.7097797441357625,2.8798753691088783,0,0,3716732172.7999997,0.0939,6.5791,0.78,4610349.6442,67.407,7.0806
300624.SZ,20260519,0,0.32424537487828625,0.023419562222562362,-0.0544477443077358,3.3516280383718,2.8051373509331055,0,0,647716990.4,1.5801,4.6948,0.81,1144865.2822,999.0,13.2364
301059.SZ,20260519,0,0.580536912751678,0.07108350586611456,0.038821954484605126,3.14531117298432,4.371696874487068,0,0,180300692.60000002,-2.1438,3.5824,0.7,320504.2153,46.9638,5.4768
603505.SH,20260519,0,0.9484126984126988,0.22429378531073452,0.13277574490329336,3.556376086636508,4.700232848444851,0,0,739546632.2000002,6.3819,10.6558,3.81,1823896.3178,55.9885,9.6172
920262.BJ,20260519,0,0.03866432337434105,-0.19648241206030148,-0.06600467289719625,1.4566672557931684,0.9993902473008229,0,0,9975096.0,-2.381,1.4189,0.81,59838.5583,34.3025,3.6541
688425.SH,20260519,0,0.0,-0.05870020964360578,-0.06652806652806642,1.2382380409275109,1.0435177499209107,0,0,86354433.4,-2.603,0.3613,1.03,2394740.153,16.1476,1.2712
688669.SH,20260519,0,0.781168265039233,0.1052126638951072,-0.0500274876305663,2.4985025653178745,1.4373780860998264,0,0,159262971.8,-3.0031,4.0371,1.11,419328.0023,999.0,3.8593
603266.SH,20260519,0,0.8039215686274507,0.04921359715880258,0.02073050345508376,1.6118121659796465,1.880358145035142,0,0,82735184.99999999,0.4859,2.0403,1.04,411297.799,38.7682,2.5346
920493.BJ,20260519,0,0.23746701846965695,0.045966228893058014,-0.04191984287730932,3.231089865602627,2.3960961962325307,0,0,326586142.8,1.78,3.8702,0.78,683662.5533,762.8633,20.063
000559.SZ,20260519,0,0.7633136094674554,0.1477272727272727,0.02134831460674147,3.0327245395023925,3.937007935983874,0,0,2250409601.4,3.8857,6.1267,1.74,6025486.1893,58.2025,6.8658
688775.SH,20260519,0,0.5775752973930653,0.09437908496732028,-0.031825330742899394,3.3788352777399497,3.225013068128562,0,0,462107175.20000005,-2.7416,4.2988,0.55,686504.0,90.3535,14.4684
603615.SH,20260519,0,0.8149688149688148,0.11392405063291133,0.015985790408525657,1.5755483560018082,1.6578209777898216,0,0,127542573.19999999,1.3286,1.9931,0.78,553284.16,863.7198,4.813
000983.SZ,20260519,0,0.4056603773584909,-0.042857142857142816,-0.03597122302158273,2.1738132890384123,0.9849775619779366,0,0,370265957.40000004,0.7519,0.9889,0.98,3803634.3768,31.6767,1.0276
688469.SH,20260519,0,0.6031746031746031,0.13777777777777778,0.06371191135734078,2.8163059872109066,3.732948362139503,0,0,2481599253.9999995,-1.7903,3.6277,0.67,4508006.4,999.0,4.9639
920175.BJ,20260519,0,0.17307692307692293,0.002022244691607611,-0.01783944499504453,2.0784150049737424,2.6481807102990538,0,0,21077862.4,-1.0978,1.4045,0.55,78562.3773,999.0,1.8213
002851.SZ,20260519,0,0.5274542429284524,0.08052936597180183,-0.0006399999999999739,3.8639644094634202,5.140432302987755,0,0,3442732121.799999,-2.5053,5.5958,0.99,5722483.4027,498.4958,8.0993
002497.SZ,20260519,0,0.024390243902438765,-0.16776750330251,-0.16500994035785288,2.215216969057433,0.9068908966353119,0,0,1254697878.4,-2.5522,3.4633,0.79,2670160.7898,45.929,2.6326
002187.SZ,20260519,0,0.16393442622950777,-0.05510534846029169,-0.05048859934853411,1.4440352109626693,1.5136810636326268,0,0,59645593.00000001,1.0399,1.0213,0.68,408621.571,999.0,1.021
688321.SH,20260519,0,0.20177383592017734,-0.02354524049781359,-0.07547770700636935,2.5067016759080047,1.3786308837393715,0,0,453027711.0,-3.8742,4.0543,1.02,1183867.0624,252.3312,5.2802
300910.SZ,20260519,0,0.1405622489959844,-0.024694009018681573,-0.0730612244897959,2.539184429871135,2.073184907334606,0,0,288957799.0,-1.2394,1.8544,0.59,939846.5733,18.253,3.3955
600482.SH,20260519,0,0.03534031413612513,-0.0975670930524204,-0.0504090789126419,4.2876180557624295,5.71092259888015,0,0,1867883728.0,-2.888,1.985,0.95,8161150.4321,62.7353,1.9953
600113.SH,20260519,0,0.11876484560570069,-0.06128318584070802,-0.07680591818973026,4.230846260277015,2.927924562552799,0,0,303632617.8,-1.0494,1.2149,0.68,1745702.4119,124.0461,7.13
300641.SZ,20260519,0,0.004524886877827956,-0.08267270668176674,-0.0779738190096756,1.5511627572888667,1.6717632743902469,0,0,160168903.4,-2.8194,1.525,0.76,851382.5922,11.9219,2.5975
000759.SZ,20260519,0,0.39999999999999913,-0.02550091074681249,-0.014732965009208066,2.097172961131246,2.8719041504897063,0,0,158474156.6,3.8835,5.2241,1.32,350802.7234,999.0,4.8967
688283.SH,20260519,0,0.8034420289855071,0.22313203684749228,-0.005202913631633721,3.478409672264036,2.3764262314660645,0,0,135666524.0,2.2897,3.2983,1.28,582204.0,124.4556,5.8783
300868.SZ,20260519,0,0.6954392408937863,0.28298684768773885,-0.03128670581954096,6.164113193550228,1.9064105710995205,0,0,405995780.4,-2.1676,3.7678,0.64,732686.4811,999.0,7.9061
688036.SH,20260519,0,0.9844322344322349,0.06861738535249828,0.05294216826842013,1.6522170528111613,1.603382084220726,0,0,993314301.0,2.883,1.8215,1.31,7189147.4835,27.858,3.3844
300843.SZ,20260519,0,0.858386075949367,0.3361183399534309,0.05459459459459448,5.0837612779909325,3.056865772388444,0,0,763596929.9999999,2.695,3.8158,0.69,1565696.4735,142.7218,9.8025
600810.SH,20260519,0,0.06565656565656562,-0.07661822985468958,-0.05027173913043481,1.5024086355249693,1.2429273809841024,0,0,126133534.59999998,-1.8258,1.4256,0.81,755446.2666,999.0,1.0761
002559.SZ,20260519,0,0.4059829059829065,0.06965648854961826,0.013562386980108476,2.595268061222193,2.981798650881712,0,0,766107589.8,-1.1464,8.3429,0.66,564989.6151,58.3366,3.4702
300717.SZ,20260519,0,0.804081632653061,0.01107521919704646,-0.015280898876404492,1.2586274257698344,1.3418593756426196,0,0,42970684.6,2.0019,2.1951,1.19,223160.7994,40.9117,3.0393
300317.SZ,20260519,0,0.48520710059171573,0.02840909090909083,-0.0018382352941177516,3.843981113494186,4.85859483653453,0,0,864807665.5999999,-1.0929,8.2228,0.45,450099.9789,999.0,3.1732
000958.SZ,20260519,0,0.4444444444444448,0.01001669449081799,-0.024193548387096864,1.7759383032357852,1.7445889838010558,0,0,261820231.39999998,1.1706,0.5576,0.66,3256968.2046,31.9169,2.3187
300861.SZ,20260519,0,0.8193916349809888,0.09114857744994742,-0.015216357584403206,2.1799485502185596,1.6455574977496228,0,0,427996608.4,0.5828,5.0446,0.99,873682.1851,57.049,2.1054
002887.SZ,20260519,0,0.828042328042328,0.07522796352583594,-0.009797060881735375,2.739252389412118,2.4152002727724255,0,0,110308508.8,-1.3937,3.2302,0.85,307382.0645,35.6587,1.8179
300762.SZ,20260519,0,0.46872461413484956,0.1245085190039319,-0.10921926910298996,5.090653197783167,1.8464399263447484,0,0,1778977397.6000001,0.6334,5.5559,0.71,2693973.1619,999.0,11.8529
688799.SH,20260519,0,0.3448589626933575,-0.024222642157704977,-0.10339384372533555,3.0304682186256304,0.7147806415957275,0,0,194390869.6,-1.1142,1.5945,0.52,745897.6,31.3035,3.5932
002650.SZ,20260519,0,0.5031847133757964,0.00910273081924573,-0.04668304668304679,3.6245295109848397,3.8342601244047074,0,0,109786345.99999999,-5.0184,1.0621,0.86,859067.9474,999.0,4.9359
688720.SH,20260519,0,0.8231000429368831,0.20859213250517605,0.08001850138760402,2.066632281490832,1.5946244026729304,0,0,603868187.8000001,2.0542,11.7891,1.01,526629.5675,160.6558,7.8865
301222.SZ,20260519,0,0.40806642941874277,-0.13341394598952028,-0.16423712342079688,4.475119069298604,5.254984568198084,0,0,213946934.8,-12.4415,8.9714,1.88,343233.095,51.696,2.9347
002897.SZ,20260519,0,0.5650632911392404,0.15917250812104622,-0.004551460872118662,4.585526699093573,4.542169598506863,0,0,1466870275.8000002,-0.4405,7.8851,0.64,1236842.9441,41.2985,4.6243
002579.SZ,20260519,0,0.6759259259259255,0.0744336569579287,-0.013372956909361133,3.3820348274966063,2.4943608311549474,0,0,742072802.6,1.6845,6.8797,0.7,774770.9952,297.2557,3.3859
300740.SZ,20260519,0,0.596045197740113,-0.0035211267605633756,-0.049981350242446876,1.487159162598274,1.4861582707100884,0,0,378349658.79999995,-1.47,3.0649,0.71,920238.4226,67.3414,4.5051
300811.SZ,20260519,0,0.863097849934182,0.1322862515208496,-0.005826939885403504,2.8771797079084234,1.3655022123746268,0,0,806662102.0,1.7797,3.7147,1.06,2433375.07,70.9713,9.4857
688707.SH,20260519,0,0.4401622718052737,-0.06399069226294363,-0.06778679026651224,3.1757010079823322,1.6115121030882762,0,0,304763007.00000006,-0.6177,2.2643,0.52,818562.9898,999.0,2.1032
300303.SZ,20260519,0,0.6273764258555137,0.14192139737991272,-0.02334267040149396,3.7264349882427847,2.095934079497731,0,0,1615225969.4,-1.3208,6.2366,0.5,1389764.4859,48.5937,3.8559
300048.SZ,20260519,0,0.1287878787878787,-0.029641185647425905,-0.043076923076923124,1.7911317747167572,1.7076800021081233,0,0,128040269.40000002,0.8104,1.159,0.6,703004.0596,113.578,3.8367
688143.SH,20260519,0,1.0,1.030971374941342,0.8134078212290505,8.303861506221066,8.29649838170297,0,0,2230304719.9999995,20.0,23.5721,1.5,1588909.5472,698.7778,12.3372
000797.SZ,20260519,0,0.2592592592592603,-0.02508960573476693,-0.06206896551724128,1.8531763197548148,1.3565494618332206,0,0,68989662.80000001,0.0,1.1613,0.67,427180.2231,999.0,0.9228
688178.SH,20260519,0,0.6186094069529655,0.04717249218528008,-0.03026315789473677,5.365187530030987,2.0828941275062447,0,0,74064777.80000001,2.2759,2.0684,0.73,313217.0551,999.0,3.3727
300555.SZ,20260519,0,0.5045454545454544,0.048327137546468446,-0.02489626556016611,1.7042972153060627,0.9729354457516697,0,0,36949445.2,0.0,1.2497,0.83,279158.6568,999.0,6.8447
